;sentence_id;article_id;sequence_nr;body;category;label;keywords;time_start;time_end;context_window;tags;reason
39;5367;124;13;Not everybody who takes a statin has side effects, and they tend to be more common in women, seniors, and in people with liver or kidney disease.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2020-01-14 20:45:40.891;2020-01-14 20:45:52.243;0;;
40;5368;124;14;People who drink large amounts of alcohol or who take other medicines that may interact with statins are also more likely to develop side effects.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:00:58.465;2019-12-15 09:01:08.073;0;;
41;5369;124;15;Statins and Muscle Pain Determining exactly how many people suffer from muscle pain associated with statins is difficult.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2020-01-15 22:00:44.588;2020-01-15 22:00:59.995;0;;
42;5370;124;16;"Reported rates range from 0.3 to 33%; probably due to the different ways muscle pain is described (such as muscle weakness, cramps, or muscle pain) and the fact patients are usually told to “Watch out for muscle problems!”, which tends to lead to an over-reporting of muscle complaints, commonly called the “nocebo” effect.";cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 08:57:17.451;2019-12-15 08:57:21.612;0;;
43;5371;124;17;But, yes, statins do cause muscle pain, although the exact way they do this is not completely understood.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2019-12-15 13:01:25.308;2019-12-15 13:01:46.855;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
44;5372;124;18;Medical professionals estimate the true occurrence of muscle pain is approximately 50-100 out of 10,000 (0.5-1%) people treated over five years.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:18:08.912;2019-12-15 09:19:06.190;0;;
45;5373;124;19;Blood tests can measure for a specific enzyme called creatine kinase, which can suggest the likely cause might be statins, although other conditions (such as a heart attack) can raise creatine kinase levels as well.;cholesterol_and_statins;NEU;statin, side, muscle, effect, commonly;2020-01-15 21:47:01.112;2020-01-15 21:49:21.783;0;;
46;5374;124;20;But if you do develop muscle problems, especially if they are severe enough to make your daily activities difficult, talk with your doctor.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:19:12.554;2019-12-15 09:19:18.565;0;;
47;5375;124;21;On very rare occasions, a life-threatening condition called rhabdomyolysis (rab-doe-my-OL-ih-sis), which is the rapid breakdown of muscle tissue, can occur.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 11:48:04.617;2019-12-15 11:48:16.695;0;;
48;5376;124;22;"Sometimes just changing your statin can resolve the muscle pain; other times a reduction in dosage may be needed.";cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:27:49.137;2019-12-15 09:28:08.486;0;;
49;5377;124;23;Taking a temporary break from a statin may determine if the statin is to blame for the muscle pain, but do not stop taking your statin without consulting your doctor first.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2020-01-15 15:52:31.435;2020-01-15 15:52:42.976;0;;
50;5378;124;24;"There is no convincing medical evidence that coenzyme Q10 helps with statin-induced muscle pain; however, anecdotally some people have reported benefits and a one-to-two-month trial of the supplement may determine if it helps you.";cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:29:42.187;2019-12-15 09:30:00.825;1;;
51;5379;124;25;While it is important to keep exercising, try and avoid unaccustomed vigorous exercise.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2020-01-15 22:16:25.820;2020-01-15 22:17:15.114;1;;
52;5380;124;26;A more gradual approach will lessen the likelihood of muscle pain.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:32:05.389;2019-12-15 09:32:12.152;0;;
53;5381;124;27;Statins and Memory Loss The link between statins and memory loss is controversial.;cholesterol_and_statins;NEU;statin, side, muscle, effect, commonly;2020-01-15 16:32:15.444;2020-01-15 16:32:21.889;0;;
54;5382;124;28;Some large studies have shown no effect, and have implied that statins pose no threat to short-term memory and may, in fact, prevent dementia.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:39:48.815;2019-12-15 09:39:59.923;0;;
55;5383;124;29;Others have found an association between statin use and memory loss and confusion, prompting the FDA to order labeling changes on all statins.;cholesterol_and_statins;NEU;statin, side, muscle, effect, commonly;2020-01-15 22:09:08.992;2020-01-15 22:09:15.655;0;;
56;5384;124;30;One study blamed it on the nocebo effect again, because people are told by their doctor to report any changes in memory when they start a statin.;cholesterol_and_statins;NEU;statin, side, muscle, effect, commonly;2019-12-15 09:49:34.997;2019-12-15 09:49:57.168;0;;
57;5385;124;31;Numerous other reports have attempted to clear up this confusion.;cholesterol_and_statins;NEU;statin, side, muscle, effect, commonly;2019-12-15 10:36:23.530;2019-12-15 10:36:27.655;0;;
58;5386;124;32;A 2018 review concluded that it is possible statins cause both short-term, reversible memory loss in a certain subset of people and protect against the development of dementia.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:34:31.638;2019-12-15 09:34:42.247;0;;
59;5387;124;33;People at higher risk for memory loss include those who are taking higher dosages, with metabolic syndromes, and who are taking lipophilic statins (these are statins that cross into the brain more easily than other statins, and include atorvastatin and simvastatin).;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2019-12-15 11:56:13.587;2019-12-15 11:57:01.082;1;cytuje badania wykonane na bardzo małej próbie;
60;5388;124;34;Changing statins or decreasing the dose may alleviate some of these effects in people who might be experiencing memory loss.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:55:08.420;2019-12-15 09:55:12.674;0;;
61;5389;124;35;Statins and new-onset type 2 diabetes Taking a statin may increase your blood glucose (sugar) levels which can lead to the development of type 2 diabetes.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2020-01-15 22:09:27.074;2020-01-15 22:09:36.622;0;;
62;5390;124;36;People who take a statin are 25% more likely to develop diabetes than people who don’t take statins, with the risk increasing the more risk factors for diabetes you have, independent of statin dosage.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2019-12-15 09:04:27.754;2019-12-15 09:04:39.092;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
63;5391;124;37;"However, experts consider that the risk of this possible side effect is worth it; the Jupiter trial concluded that 134 cardiovascular events were prevented by statin use for every 54 new cases of diabetes diagnosed.";cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 11:38:31.537;2019-12-15 11:38:57.289;0;;
64;5392;124;38;Many of the risk factors for diabetes can be reduced, such as losing weight if you are overweight, keeping your blood pressure under control, and increasing your physical activity.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:56:04.754;2019-12-15 09:56:18.685;0;;
65;5393;124;39;Statins and Grapefruit juice Grapefruit juice increases blood levels of atorvastatin, lovastatin, and simvastatin, which actually increases the effectiveness of these drugs, but may also increase the risk of side effects, although the actual increased risk of rhabdomyolysis is minimal.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2020-01-15 16:44:31.002;2020-01-15 16:44:45.226;0;;
66;5394;124;40;The manufacturer’s advice is to avoid drinking grapefruit juice while taking these statins.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:57:13.915;2019-12-15 09:57:19.685;0;;
67;5395;124;41;The most commonly reported side effects of statins include: The most commonly reported side effects of statins include: a headache.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2020-01-15 22:05:53.050;2020-01-15 22:06:06.850;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
68;5396;124;42;The most commonly reported side effects of statins include: belching or excessive gas.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2019-12-15 10:04:31.790;2019-12-15 10:04:52.243;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
69;5397;124;43;The most commonly reported side effects of statins include: constipation.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2020-01-19 13:21:38.384;2020-01-19 13:21:45.110;0;;
70;5398;124;44;The most commonly reported side effects of statins include: croaky voice or hoarseness.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2019-12-15 09:42:34.102;2019-12-15 09:42:46.729;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
71;5399;124;45;The most commonly reported side effects of statins include: difficulty sleeping.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2020-01-16 18:54:50.928;2020-01-16 18:54:59.468;0;;
72;5400;124;46;The most commonly reported side effects of statins include: heartburn, indigestion, nausea, or stomach discomfort.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2019-12-15 09:09:35.094;2019-12-15 09:09:50.508;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
73;5401;124;47;The most commonly reported side effects of statins include: lower back or side pain, tenderness around the eyes or cheekbones.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2020-01-15 15:50:59.409;2020-01-15 15:51:34.853;0;;
74;5402;124;48;The most commonly reported side effects of statins include: nasal congestion or stuffiness, or a runny nose.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2019-12-15 10:18:02.291;2019-12-15 10:18:10.829;0;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
75;5403;124;49;The most commonly reported side effects of statins include: slight muscle pain.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2020-01-15 15:51:43.684;2020-01-15 15:51:47.786;0;;
76;5404;124;50;The most commonly reported side effects of statins include: sweating.. Other side effects, such as liver damage, are rare, and it is not necessary to have ongoing liver tests while you are taking a statin once you have had a baseline liver function test done.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 10:19:17.401;2019-12-15 10:19:29.901;0;;
77;5405;124;51;You know your body best of all and if you are worried you might be experiencing a serious side effect from your statin, then see your doctor.;cholesterol_and_statins;NEU;statin, side, muscle, effect, commonly;2020-01-15 22:06:26.414;2020-01-15 22:06:39.052;0;;
78;5406;124;52;Examples of symptoms that might prompt you to see a doctor include: You know your body best of all and if you are worried you might be experiencing a serious side effect from your statin, then see your doctor.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 08:35:16.107;2019-12-15 08:35:33.418;0;;
79;5407;124;53;Examples of symptoms that might prompt you to see a doctor include: Excessive thirst or having to urinate frequently.;cholesterol_and_statins;NONCRED;statin, side, muscle, effect, commonly;2020-01-14 20:14:26.125;2020-01-14 20:15:25.303;1;autor zdania wykazuje braki wiedzy merytorycznej lub nie jest obiektywny;
80;5408;124;54;You know your body best of all and if you are worried you might be experiencing a serious side effect from your statin, then see your doctor.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 12:00:11.039;2019-12-15 12:00:15.954;0;;
81;5409;124;55;Examples of symptoms that might prompt you to see a doctor include: Severe confusion or memory impairment.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2020-01-14 21:02:11.351;2020-01-14 21:02:18.260;0;;
82;5410;124;56;You know your body best of all and if you are worried you might be experiencing a serious side effect from your statin, then see your doctor.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:04:06.236;2019-12-15 09:04:14.174;0;;
83;5411;124;57;Examples of symptoms that might prompt you to see a doctor include: Unexplained significant joint or muscle pain, tenderness, or weakness.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 13:40:29.161;2019-12-15 13:40:48.878;0;;
84;5412;124;58;You know your body best of all and if you are worried you might be experiencing a serious side effect from your statin, then see your doctor.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 13:10:56.563;2019-12-15 13:11:01.716;0;;
85;5413;124;59;Examples of symptoms that might prompt you to see a doctor include: Unusual fatigue or weakness, loss of appetite, pain in your upper abdomen, dark-colored urine, or yellowing of your skin or eyes..;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 10:20:12.992;2019-12-15 10:20:20.721;0;;
86;5414;124;60;Always talk to a doctor or pharmacist before taking any other medication, including over-the-counter or prescription drugs, herbal supplements, or vitamins.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 11:34:39.573;2019-12-15 11:34:56.640;0;;
87;5415;124;61;If you are experiencing any side effects from statins, don't stop taking your statin medication for any period of time without talking to your doctor first.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 09:16:47.458;2019-12-15 09:17:00.207;0;;
88;5416;124;62;Always consult your healthcare provider to ensure the information displayed on this page applies to your personal circumstances.;cholesterol_and_statins;CRED;statin, side, muscle, effect, commonly;2019-12-15 10:49:42.606;2019-12-15 10:49:55.975;1;;
89;5417;124;63;Medical Disclaimer;cholesterol_and_statins;NEU;statin, side, muscle, effect, commonly;2019-12-15 09:25:31.309;2019-12-15 09:25:33.300;0;;
90;5418;125;1;Can we give kids antibiotics 3 times a month?;children_antibiotics;NEU;antibiotic, strep, course, pernicious, gi;2019-12-15 10:43:24.787;2019-12-15 10:43:35.046;1;;
91;5419;125;2;I’m not sure what is going on here, but some children will sometimes require a few courses of antibiotics if an infection isn’t resolving.;children_antibiotics;CRED;antibiotic, strep, course, pernicious, gi;2019-12-15 11:12:16.541;2019-12-15 11:13:32.840;1;;
92;5420;125;3;Sometimes curtain pernicious strains of Strep in certain children don’t respond to two rounds of Amoxicillin, so a third course with a new antibiotic needs to be used.;children_antibiotics;CRED;antibiotic, strep, course, pernicious, gi;2019-12-15 11:23:35.727;2019-12-15 11:23:47.113;0;;
93;5421;125;4;They will be fine usually if they’re not intolerant to antibiotics.;children_antibiotics;CRED;antibiotic, strep, course, pernicious, gi;2019-12-15 11:29:36.174;2019-12-15 11:29:51.084;1;;
94;5422;125;5;They may have some tummy issues but most do not.;children_antibiotics;CRED;antibiotic, strep, course, pernicious, gi;2019-12-15 10:30:30.807;2019-12-15 10:30:43.337;1;;
95;5423;125;6;Strep does cause GI distress too.;children_antibiotics;CRED;antibiotic, strep, course, pernicious, gi;2019-12-15 11:36:27.463;2019-12-15 11:36:35.183;0;;
96;5424;125;7;If you are asking can we give 3 doses a month to a child just because, I have no idea what the purpose for that would be.;children_antibiotics;CRED;antibiotic, strep, course, pernicious, gi;2019-12-15 11:49:32.640;2019-12-15 11:49:53.899;4;;
97;5425;126;1;There has recently been a lot of discussion in the news about the potential hazards of taking antidepressants while pregnant.;ssri_during_pregnancy;CRED;infant, exposure, antidepressant, transfer, paroxetine;2019-12-19 18:34:49.311;2019-12-19 18:47:51.130;1;;
98;5426;126;2;Some researchers are concerned that they increase the risk of birth defects.;ssri_during_pregnancy;CRED;infant, exposure, antidepressant, transfer, paroxetine;2019-12-19 17:58:57.998;2019-12-19 17:59:17.942;1;;
99;5427;126;3;Proponents of antidepressants point out, correctly, that depression during pregnancy is also risky and can lead to premature delivery and other complications.;ssri_during_pregnancy;CRED;infant, exposure, antidepressant, transfer, paroxetine;2019-12-19 18:10:50.935;2019-12-19 18:11:07.575;0;;
100;5428;126;4;Health care providers often make treatment decisions by balancing the risks and benefits of a medication.;ssri_during_pregnancy;CRED;infant, exposure, antidepressant, transfer, paroxetine;2019-12-19 18:59:39.539;2019-12-19 18:59:57.935;0;;
101;5429;126;5;There are several antidepressants that can be used during pregnancy and lactation, but with some risks of side effects.;ssri_during_pregnancy;CRED;infant, exposure, antidepressant, transfer, paroxetine;2019-12-19 19:28:41.493;2019-12-19 19:28:52.970;0;;
102;5430;126;6;However, the risk of medication use must be weighed against the risk of ongoing, untreated depression for both mother and child, and the risks associated with not breastfeeding.;ssri_during_pregnancy;CRED;infant, exposure, antidepressant, transfer, paroxetine;2019-12-21 22:12:34.665;2019-12-21 22:13:31.159;0;;
103;5431;126;7;(See Non-Drug Treatments for Depression) Below is a brief summary of research regarding how medication transfers to infants during pregnancy and lactation, and its impact on infants.;ssri_during_pregnancy;CRED;infant, exposure, antidepressant, transfer, paroxetine;2019-12-19 19:13:39.294;2019-12-19 19:14:04.265;0;;
104;5432;126;8;Transfer of Medications to the Infant in Pregnant and Breastfeeding Women Medications mothers take are transferred to their infants differently depending on whether mothers take them while pregnant or while breastfeeding.;ssri_during_pregnancy;CRED;infant, exposure, antidepressant, transfer, paroxetine;2019-12-19 19:38:13.596;2019-12-19 19:38:27.022;0;;
